sentence_number,sentence,word,surprisal_score,target_phrase
284,The journalist got a tip from an anonymous source., journalist,10.82717,preverb
284,The journalist got a tip from an anonymous source., got,7.58866,verb
284,The journalist got a tip from an anonymous source., a,1.4386994,context
284,The journalist got a tip from an anonymous source., tip,2.8919673,noun
284,The journalist got a tip from an anonymous source., from,2.1394355,context
284,The journalist got a tip from an anonymous source., an,1.3068749,context
284,The journalist got a tip from an anonymous source., anonymous,0.77436316,context
284,The journalist got a tip from an anonymous source., source,0.10310416,context
284,The journalist got a tip from an anonymous source.,.,0.8942076,context
285,My dad likes be to one to pick the sack of rice., dad,5.4772663,context
285,My dad likes be to one to pick the sack of rice., likes,5.4952555,context
285,My dad likes be to one to pick the sack of rice., be,9.63709,context
285,My dad likes be to one to pick the sack of rice., to,5.692663,context
285,My dad likes be to one to pick the sack of rice., one,8.985778,context
285,My dad likes be to one to pick the sack of rice., to,3.1943367,context
285,My dad likes be to one to pick the sack of rice., pick,4.72443,preverb
285,My dad likes be to one to pick the sack of rice., the,2.014524,verb
285,My dad likes be to one to pick the sack of rice., sack,13.507966,context
285,My dad likes be to one to pick the sack of rice., of,1.1649188,noun
285,My dad likes be to one to pick the sack of rice., rice,3.6075099,context
285,My dad likes be to one to pick the sack of rice.,.,2.25993,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.",Sadly,12.007841,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.",",",0.33712012,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", it,2.73817,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", doesn,4.033445,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.",'t,0.017744672,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", take,3.9043741,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", long,2.2324824,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", for,0.55470634,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", the,1.8356113,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", latest,7.728191,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", technological,5.921122,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", innovations,3.0145347,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", to,0.10022023,preverb
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", bite,10.654322,verb
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", the,0.71097434,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", dust,0.3995324,noun
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", in,2.9935205,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", this,2.3096292,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.", field,4.703478,context
286,"Sadly, it doesn't take long for the latest technological innovations to bite the dust in this field.",.,1.1386223,context
287,Scorpios bite their prey to inject them with venom.,orp,4.9540305,context
287,Scorpios bite their prey to inject them with venom.,ios,4.5777683,context
287,Scorpios bite their prey to inject them with venom., bite,11.650551,verb
287,Scorpios bite their prey to inject them with venom., their,3.7698846,context
287,Scorpios bite their prey to inject them with venom., prey,5.6220202,noun
287,Scorpios bite their prey to inject them with venom., to,2.7991743,context
287,Scorpios bite their prey to inject them with venom., inject,4.329202,context
287,Scorpios bite their prey to inject them with venom., them,2.123926,context
287,Scorpios bite their prey to inject them with venom., with,0.009344729,context
287,Scorpios bite their prey to inject them with venom., venom,0.8088791,context
287,Scorpios bite their prey to inject them with venom.,.,0.8700577,context
288,She beat the dust off her clothes with a rag., beat,10.173334,verb
288,She beat the dust off her clothes with a rag., the,2.235133,context
288,She beat the dust off her clothes with a rag., dust,9.525048,noun
288,She beat the dust off her clothes with a rag., off,1.841683,context
288,She beat the dust off her clothes with a rag., her,0.6817709,context
288,She beat the dust off her clothes with a rag., clothes,2.8701594,context
288,She beat the dust off her clothes with a rag., with,3.1290505,context
288,She beat the dust off her clothes with a rag., a,1.6042373,context
288,She beat the dust off her clothes with a rag., rag,5.62739,context
288,She beat the dust off her clothes with a rag.,.,1.5092429,context
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine., famous,9.014506,context
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine., chef,6.744801,context
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine.,bytes:\xe2\x80,3.6409168,context
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine.,bytes:\x99,0.009067112,context
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine.,s,0.0004011717,context
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine., new,4.864439,context
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine., restaurant,0.8353598,preverb
289,This famous chef’s new restaurant breaks the mold of traditional Mexican cuisine., breaks,10.172363,verb
